Sexo,RendaFamiliar,CorRaca,Idade,FaixaEtaria,Semest,CategoriadeSituacao,Turno,CargaHorariaMinimaRegulamentada,FatordeEsforcodeCurso,Regiao
"M",NA,"Parda",22,"20 a 24 anos",1,"Evadidos","Integral",3600,1.19,"Região Sul"
"F","0<RFP<=0,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Centro-Oeste"
"M",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F",NA,"Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",29,"25 a 29 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",26,"25 a 29 anos",0,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","0<RFP<=0,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Sul"
"F",NA,"Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M",NA,"Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Parda",18,"15 a 19 anos",2,"Evadidos","Integral",3600,1.14,"Região Norte"
"F","2,5<RFP<=3,5","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.1,"Região Sudeste"
"F","2,5<RFP<=3,5","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.1,"Região Sudeste"
"M","1<RFP<=1,5","Parda",33,"30 a 34 anos",0,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","2,5<RFP<=3,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1<RFP<=1,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M",NA,"Parda",32,"30 a 34 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.2,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1<RFP<=1,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"F","1<RFP<=1,5","Parda",29,"25 a 29 anos",0,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"M",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",43,"40 a 44 anos",0,"Evadidos","Integral",3600,1.14,"Região Norte"
"F","0,5<RFP<=1","Parda",17,"15 a 19 anos",0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","1<RFP<=1,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"F","0,5<RFP<=1","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","1<RFP<=1,5","Parda",26,"25 a 29 anos",0,"Evadidos","Integral",3600,1.19,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"F",NA,"Parda",23,"20 a 24 anos",0,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","1,5<RFP<=2,5","Parda",22,"20 a 24 anos",1,"Evadidos","Integral",2400,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",28,"25 a 29 anos",5,"Evadidos","Integral",3600,1.15,"Região Sul"
"F","0,5<RFP<=1","Parda",29,"25 a 29 anos",5,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","1<RFP<=1,5","Parda",22,"20 a 24 anos",4,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","1<RFP<=1,5","Parda",29,"25 a 29 anos",4,"Evadidos","Integral",3600,1.15,"Região Sul"
"F","1<RFP<=1,5","Parda",19,"15 a 19 anos",2,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",33,"30 a 34 anos",0,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"M","0<RFP<=0,5","Parda",21,"20 a 24 anos",5,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","0<RFP<=0,5","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","RFP>3,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",4,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","0<RFP<=0,5","Parda",22,"20 a 24 anos",0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F",NA,"Parda",22,"20 a 24 anos",1,"Evadidos","Integral",3600,1.06,"Região Sul"
"M",NA,"Parda",26,"25 a 29 anos",10,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","2,5<RFP<=3,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3000,1.1,"Região Sudeste"
"M","0<RFP<=0,5","Parda",23,"20 a 24 anos",10,"Evadidos","Integral",3600,1.15,"Região Sul"
"M",NA,"Parda",24,"20 a 24 anos",10,"Evadidos","Integral",3600,1.16,"Região Sul"
"F","1<RFP<=1,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",21,"20 a 24 anos",0,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"M","0<RFP<=0,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3000,1.21,"Região Nordeste"
"M",NA,"Parda",26,"25 a 29 anos",10,"Evadidos","Integral",3000,1,"Região Nordeste"
"M",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","2,5<RFP<=3,5","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0,5<RFP<=1","Parda",40,"40 a 44 anos",1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"F",NA,"Parda",29,"25 a 29 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","1,5<RFP<=2,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M","2,5<RFP<=3,5","Parda",26,"25 a 29 anos",0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M","RFP>3,5","Parda",38,"35 a 39 anos",0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M","0<RFP<=0,5","Parda",25,"25 a 29 anos",0,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","0<RFP<=0,5","Parda",26,"25 a 29 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","0<RFP<=0,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"F","1<RFP<=1,5","Parda",20,"20 a 24 anos",4,"Evadidos","Integral",3600,1.14,"Região Sudeste"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",24,"20 a 24 anos",2,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","1,5<RFP<=2,5","Parda",29,"25 a 29 anos",9,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","0<RFP<=0,5","Parda",27,"25 a 29 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","Parda",27,"25 a 29 anos",1,"Evadidos","Integral",2400,1.15,"Região Sudeste"
"F","1<RFP<=1,5","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",2400,1.13,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",24,"20 a 24 anos",1,"Evadidos","Integral",2400,1.13,"Região Sudeste"
"F","0<RFP<=0,5","Parda",27,"25 a 29 anos",1,"Evadidos","Integral",2400,1.13,"Região Sudeste"
"F","0<RFP<=0,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"M","2,5<RFP<=3,5","Parda",23,"20 a 24 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M",NA,"Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3000,1.1,"Região Nordeste"
"F","0,5<RFP<=1","Parda",23,"20 a 24 anos",0,"Evadidos","Integral",3000,1.1,"Região Nordeste"
"M","1<RFP<=1,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Centro-Oeste"
"M","1<RFP<=1,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.14,"Região Centro-Oeste"
"F","1,5<RFP<=2,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.14,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",25,"25 a 29 anos",10,"Evadidos","Integral",3600,1.16,"Região Sul"
"M",NA,"Parda",39,"35 a 39 anos",10,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","1<RFP<=1,5","Parda",40,"40 a 44 anos",4,"Evadidos","Integral",3600,1.19,"Região Sul"
"M","0<RFP<=0,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"F","0,5<RFP<=1","Parda",44,"40 a 44 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","2,5<RFP<=3,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","1<RFP<=1,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3600,1.16,"Região Sul"
"F","0<RFP<=0,5","Parda",20,"20 a 24 anos",4,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3600,1.19,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","RFP>3,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",36,"35 a 39 anos",3,"Evadidos","Integral",3600,1.15,"Região Sul"
"F","2,5<RFP<=3,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Parda",24,"20 a 24 anos",2,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F",NA,"Parda",23,"20 a 24 anos",2,"Evadidos","Integral",3000,1.1,"Região Sudeste"
"F","2,5<RFP<=3,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.14,"Região Sudeste"
"M","1<RFP<=1,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F","0<RFP<=0,5","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.14,"Região Sudeste"
"F",NA,"Parda",23,"20 a 24 anos",3,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",21,"20 a 24 anos",3,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M",NA,"Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3600,1.14,"Região Sudeste"
"F","0,5<RFP<=1","Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0<RFP<=0,5","Parda",33,"30 a 34 anos",2,"Evadidos","Integral",3600,1.19,"Região Norte"
"F",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"F",NA,"Parda",30,"30 a 34 anos",2,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"M",NA,"Parda",33,"30 a 34 anos",2,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"F",NA,"Parda",33,"30 a 34 anos",2,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"F",NA,"Parda",33,"30 a 34 anos",2,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"F",NA,"Parda",26,"25 a 29 anos",2,"Evadidos","Integral",4000,1.21,"Região Nordeste"
"M",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3600,1.19,"Região Centro-Oeste"
"F",NA,"Parda",24,"20 a 24 anos",4,"Evadidos","Integral",3600,1.14,"Região Sul"
"M",NA,"Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M",NA,"Parda",22,"20 a 24 anos",0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","0,5<RFP<=1","Parda",20,"20 a 24 anos",3,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0,5<RFP<=1","Parda",22,"20 a 24 anos",2,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M",NA,"Parda",23,"20 a 24 anos",2,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M",NA,"Parda",29,"25 a 29 anos",2,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M",NA,"Parda",24,"20 a 24 anos",2,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",23,"20 a 24 anos",2,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","0<RFP<=0,5","Parda",19,"15 a 19 anos",4,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M",NA,"Parda",35,"35 a 39 anos",3,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M","1<RFP<=1,5","Parda",24,"20 a 24 anos",2,"Evadidos","Integral",3600,1.1,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",21,"20 a 24 anos",2,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"M",NA,"Parda",29,"25 a 29 anos",2,"Evadidos","Integral",3600,1.19,"Região Sudeste"
"M","0,5<RFP<=1","Parda",25,"25 a 29 anos",3,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",19,"15 a 19 anos",2,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1,5<RFP<=2,5","Parda",21,"20 a 24 anos",2,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F",NA,"Parda",20,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3000,1,"Região Nordeste"
"M","0,5<RFP<=1","Parda",21,"20 a 24 anos",2,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Parda",19,"15 a 19 anos",2,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","2,5<RFP<=3,5","Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","0,5<RFP<=1","Parda",21,"20 a 24 anos",2,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","0<RFP<=0,5","Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","1<RFP<=1,5","Parda",20,"20 a 24 anos",3,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","0,5<RFP<=1","Parda",31,"30 a 34 anos",3,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","0<RFP<=0,5","Parda",19,"15 a 19 anos",3,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",3,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","2,5<RFP<=3,5","Parda",36,"35 a 39 anos",3,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3000,1.1,"Região Sudeste"
"M",NA,"Parda",30,"30 a 34 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","0,5<RFP<=1","Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Sul"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Parda",24,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F","1<RFP<=1,5","Parda",36,"35 a 39 anos",3,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","0<RFP<=0,5","Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F",NA,"Parda",21,"20 a 24 anos",3,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",20,"20 a 24 anos",4,"Evadidos","Integral",3600,1.14,"Região Sul"
"M","0<RFP<=0,5","Parda",19,"15 a 19 anos",2,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","RFP>3,5","Parda",31,"30 a 34 anos",2,"Evadidos","Integral",3600,1.1,"Região Sudeste"
"M","0,5<RFP<=1","Parda",22,"20 a 24 anos",3,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"F","2,5<RFP<=3,5","Parda",21,"20 a 24 anos",2,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",19,"15 a 19 anos",2,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"F","1,5<RFP<=2,5","Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3600,1.15,"Região Sul"
"M","2,5<RFP<=3,5","Parda",29,"25 a 29 anos",3,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"M","RFP>3,5","Parda",20,"20 a 24 anos",3,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"M","1<RFP<=1,5","Parda",27,"25 a 29 anos",10,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","1<RFP<=1,5","Parda",28,"25 a 29 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"M","2,5<RFP<=3,5","Parda",21,"20 a 24 anos",1,"Evadidos","Integral",3200,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","2,5<RFP<=3,5","Parda",19,"15 a 19 anos",2,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0<RFP<=0,5","Parda",22,"20 a 24 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M",NA,"Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","0<RFP<=0,5","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M",NA,"Parda",23,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","1<RFP<=1,5","Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3000,1.21,"Região Nordeste"
"M",NA,"Parda",23,"20 a 24 anos",1,"Evadidos","Integral",3000,1.21,"Região Nordeste"
"M",NA,"Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3000,1.21,"Região Nordeste"
"M",NA,"Parda",19,"15 a 19 anos",2,"Evadidos","Integral",3200,1.06,"Região Centro-Oeste"
"F",NA,"Parda",20,"20 a 24 anos",2,"Evadidos","Integral",3200,1.06,"Região Centro-Oeste"
"F",NA,"Parda",18,"15 a 19 anos",2,"Evadidos","Integral",3200,1.06,"Região Centro-Oeste"
"F",NA,"Parda",18,"15 a 19 anos",2,"Evadidos","Integral",3200,1.06,"Região Centro-Oeste"
"F",NA,"Parda",23,"20 a 24 anos",0,"Evadidos","Integral",3200,1.06,"Região Centro-Oeste"
"M",NA,"Parda",42,"40 a 44 anos",0,"Evadidos","Integral",3000,1.1,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"F",NA,"Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"F","1,5<RFP<=2,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","0<RFP<=0,5","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"M","1<RFP<=1,5","Parda",33,"30 a 34 anos",1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"F","RFP>3,5","Parda",24,"20 a 24 anos",9,"Evadidos","Integral",3000,1.21,"Região Nordeste"
"M","RFP>3,5","Parda",53,"50 a 54 anos",1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M","0,5<RFP<=1","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"F","0<RFP<=0,5","Parda",34,"30 a 34 anos",1,"Evadidos","Integral",3600,1.15,"Região Norte"
"M","0,5<RFP<=1","Parda",41,"40 a 44 anos",0,"Evadidos","Integral",3000,1.1,"Região Nordeste"
"M","1<RFP<=1,5","Parda",48,"45 a 49 anos",2,"Evadidos","Integral",3600,1.14,"Região Centro-Oeste"
"F","1<RFP<=1,5","Parda",25,"25 a 29 anos",10,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"F","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","0,5<RFP<=1","Parda",31,"30 a 34 anos",0,"Evadidos","Integral",3000,1.1,"Região Nordeste"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3000,1.1,"Região Nordeste"
"F","1,5<RFP<=2,5","Parda",19,"15 a 19 anos",3,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"F","0<RFP<=0,5","Parda",23,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Nordeste"
"F","0,5<RFP<=1","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.1,"Região Nordeste"
"M","1,5<RFP<=2,5","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","RFP>3,5","Parda",20,"20 a 24 anos",4,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"M",NA,"Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","0,5<RFP<=1","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.06,"Região Sudeste"
"M","RFP>3,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3000,1.21,"Região Sudeste"
"F","0<RFP<=0,5","Parda",18,"15 a 19 anos",0,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M",NA,"Parda",23,"20 a 24 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F",NA,"Parda",22,"20 a 24 anos",0,"Evadidos","Integral",3600,1.1,"Região Sudeste"
"F",NA,"Parda",22,"20 a 24 anos",0,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0<RFP<=0,5","Parda",24,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Norte"
"F","0,5<RFP<=1","Parda",21,"20 a 24 anos",1,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1","Parda",20,"20 a 24 anos",0,"Evadidos","Integral",3600,1.15,"Região Nordeste"
"F","0,5<RFP<=1","Parda",33,"30 a 34 anos",0,"Evadidos","Integral",4000,1.21,"Região Sudeste"
"M","RFP>3,5","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.16,"Região Norte"
"M","2,5<RFP<=3,5","Parda",19,"15 a 19 anos",0,"Evadidos","Integral",3600,1.16,"Região Norte"
"F","0,5<RFP<=1","Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"F","1<RFP<=1,5","Parda",26,"25 a 29 anos",1,"Evadidos","Integral",3600,1.14,"Região Nordeste"
"M","0<RFP<=0,5","Parda",22,"20 a 24 anos",6,"Evadidos","Integral",3600,1.15,"Região Sudeste"
"F","0,5<RFP<=1","Parda",18,"15 a 19 anos",1,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"F","0,5<RFP<=1","Parda",38,"35 a 39 anos",1,"Evadidos","Integral",3600,1.14,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",32,"30 a 34 anos",1,"Evadidos","Integral",3600,1.14,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",23,"20 a 24 anos",1,"Evadidos","Integral",3600,1.15,"Região Centro-Oeste"
"M","0,5<RFP<=1","Parda",22,"20 a 24 anos",1,"Evadidos","Integral",3600,1.16,"Região Sudeste"
"F",NA,"Parda",19,"15 a 19 anos",1,"Evadidos","Integral",3600,1.15,"Região Sul"
"M",NA,"Parda",20,"20 a 24 anos",1,"Evadidos","Integral",3000,1.1,"Região Sudeste"
"M",NA,"Parda",32,"30 a 34 anos",6,"Evadidos","Integral",3600,1.16,"Região Nordeste"
